page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
7	0	5	3	222.400	255.150	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	4	255.150	361.500	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	5	361.500	396.900	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	6	396.900	450.250	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	7	450.250	503.600	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	8	503.600	652.050	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	9	652.050	737.100	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	10	737.100	829.250	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	6	0	28.350	829.250	299.275	320.475	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	0	28.350	56.700	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	1	56.700	92.150	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	2	92.150	222.400	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	3	222.400	255.150	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	4	255.150	361.500	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	5	361.500	396.900	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	6	396.900	450.250	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	7	450.250	503.600	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	8	503.600	652.050	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	9	652.050	737.100	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	7	10	737.100	829.250	320.475	348.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	8	0	28.350	829.250	348.825	370.025	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	0	28.350	56.700	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	1	56.700	92.150	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	2	92.150	222.400	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	3	222.400	255.150	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	4	255.150	361.500	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	5	361.500	396.900	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	6	396.900	450.250	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	7	450.250	503.600	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	8	503.600	652.050	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	9	652.050	737.100	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	9	10	737.100	829.250	370.025	398.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	10	0	28.350	829.250	398.375	419.575	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	0	28.350	56.700	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	1	56.700	92.150	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	2	92.150	222.400	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	3	222.400	255.150	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	4	255.150	361.500	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	5	361.500	396.900	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	6	396.900	450.250	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	7	450.250	503.600	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	8	503.600	652.050	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	11	9	652.050	737.100	419.575	447.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
